Blood Bank Name,Address,City,State,Contact ,Helpline
R.G.M Hospital Blood Bank Unakoti ,"District Hospital Unakoti, Kailashahar, Unakoti, Opp to District Jail",Kailashahar,Tripura,0382 4222221,1
Indira Gandhi Memorial Hospital Blood Bank,"Indira Gandhi Memorial (I.G.M) Hospital, Akhaura Road, Agartala, Tripura West.",Agartala,Tripura,"0381 2325736, 0381 2326614, 0381 2315875",1
Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank,"Tripura Medical College, Hapania, Agartala, West Tripura.",Agartala,Tripura,0381 2374144,1
ILS Hospital Blood Bank,"Capital Complex Extension, P.O. New Secretariat, Kunjaban, Agartala, Tripura.

",Agartala,Tripura,0381 2415000,1
Agartala Govt. Medical College GBP Hospital Blood Bank,"Agartala Government Medical College and G.B. Hospital Complex, P.O.- Kunjaban, Agartala, Tripura",Agartala,Tripura,0381 2355069,1
Military Hospital,"Idgah Colony, Agra, Uttar Pradesh 282001",Agra,Uttar Pradesh,0562 2452712,1
Samarpan Blood Bank,"Samarpan Bhawan
Delhi Gate",Agra,Uttar Pradesh,"0562 2855080, 0562 4004644",1
District Hospital Blood Bank,"MG Road, Chhipitola, Rakabganj, Agra
",Agra,Uttar Pradesh,0562 2463043,1
S.N. Medical College,Meerut,Agra,Uttar Pradesh,05622 260353,1
Agra City Blood Bank,"71, M.G. Road, Opposite to  Subhash Park",Agra,Uttar Pradesh,0562 2262122,1
Goyal Jan Suvidha Charitable Blood Bank,Sanjay Place,Agra,Uttar Pradesh,0562 3255164,1
Life Line Charitable Blood Bank,"156 A, Gulab Rai Marg, Delhi Gate",Agra,Uttar Pradesh,9997031902,1
Pushpanjali Hospital and Research Centre Private limited,Delhi Gate,Agra,Uttar Pradesh,0562 4024000,1
Sanjeevani Charitable Blood Bank ,"A Unit of Sanjeevani Charitable Trust, 2/42A, Ramnagar Colony, Church Road",Agra,Uttar Pradesh,0562 2858573,1
Lions Agra Mahan Charitable Blood Bank (Suspande),"35/76, Mughal Road, Kamla Nagar",Agra,Uttar Pradesh,,1
 Lokhitam Blood Bank,"D-520, Kamla Nagar",Agra,Uttar Pradesh,"0562 3276700, 0562 22883111",1
G.R. Hospital and Research Centre Private limited,"Near Bhole Baba Dairy, Barauli Ahir, Shamsabad Road",Agra,Uttar Pradesh,9027111947,1
Pushpa Maa Samaj Charitable Blood bank,"1st Floor, Gihar Complex, Khandari, X-ing, NH - 2,",Agra,Uttar Pradesh,0562 6451121,1
Sri Jagdamba Charitable Blood Bank and Component,"D-101, Phase-2, Trans Yamuna Colony,",Agra,Uttar Pradesh,"0562 6541977, 0562 3259291",1
Manav Seva Charitable Blood Bank,"5/75, Old Mathura Road, Madiya Kayra",Agra,Uttar Pradesh,7500809089,1
Moolchand Medicity Blood Bank,"Khasra No. 643, Artoni, Delhi Tathura Road, NH-2,",Agra,Uttar Pradesh,,1
Amrit Charitable Blood Bank,"3, Jamuna Complex, 100 Futa X-Ing, Shamshabad Road",Agra,Uttar Pradesh,,1
Om Charitable Blood Bank ,"31/1C/A, Raja Ram Ki Bagiya, Rajapur Chungi, Saheed Nagar",Agra,Uttar Pradesh,,1
"Malkhan Singh, District Hospital Blood Bank","Rasalganj Road, City, Aligarh",Aligarh,Uttar Pradesh,0571 2523338,1
Har Prasad Blood Bank,Badaun,Aligarh,Uttar Pradesh,0571 2405420,1
J.N. Medical College Blood Bank,"AMU Aligarh
",Aligarh,Uttar Pradesh,"0571 2720016, 0571 2721113, 0571 2720014",1
Dev Hospital Blood Bank,"18/205, Sarai Khirni, Agra Road",Aligarh,Uttar Pradesh,0571 2410061,1
Jeevan Jyoti Blood Bank," A Unit of Jeevan Jyoti Hospital, Soot Mill Crossing, G.T. Road",Aligarh,Uttar Pradesh,0571 2400515,1
"Jeevan Sanjeevan Blood Bank, Jeevan Hospital","2/151, Bela marg, Vishnupuri",Aligarh,Uttar Pradesh,0571 2506162,1
Life Care Charibable Blood Bank,"Basement Narayani Hospital, Atroli Bus Stand, Ramghat Road",Aligarh,Uttar Pradesh,9927762424,1
Shanti Nursing Home Blood Bank,"Shanti Nursing Home, Complex, Ramghat Road",Aligarh,Uttar Pradesh,0571-2742300,1
"S.R.N. Hospital, M.L. N. Medical College","Hanuman Mandir, Swarooprani Hospital, North Malaka",Allahabad,Uttar Pradesh,0532 2256507,1
Military Hospital Blood Bank,Mahoba,Allahabad,Uttar Pradesh,,1
Moti Lal Nehru District Hospital Blood Bank,"12 Dr. Katjoo Road, Allahabad Near Railway Station
",Allahabad,Uttar Pradesh,0532 2240031,1
S.M. Medicare Private Limited Blood Bank," 146, Karnal Ganj",Allahabad,Uttar Pradesh,0532 2461665,1
AMA (Allahabad Medical Association) Blood Bank,"Stanely Road, Allahabad
",Allahabad,Uttar Pradesh,0532 2266513,1
Tejbahadur Sapru Hospital Blood Bank,Stanley Road,Allahabad,Uttar Pradesh,0532 2267687,1
Mahamaya Rajkiya Allopathic Medical College,"Mahamaya Rajkiya Allopathic Medical College, Saddarpur Tanda 
",Ambedkar Nagar,Uttar Pradesh,05273 213000,1
Jyotibaphule Combined District Hospital Blood Bank,,Ambedkar Nagar,Uttar Pradesh,,1
Venkateshwara Institute of Medical Sciences Blood Bank," Run by Shri Bankey Bihari Educational and Welfare Trust, NH-24, Rajabpur, Gajraula",Amroha,Uttar Pradesh,,1
District Combined Hospital Blood Bank,,Jyotiba Phule Nagar,Uttar Pradesh,0592 2253065,1
District Hospital Blood Bank,,Auriya,Uttar Pradesh,0583 242239,1
Govt. Medical College & Super Facility Hospital Azamgarh,"First Floor, Campus Of Govt. Medical College", Azamgarh,Uttar Pradesh,,1
District Hospital Blood Bank,"District Hospital Blood Bank, Azamgarh
",Azamgarh,Uttar Pradesh,05462 265172,1
Maha Mritunijaya Hospital Lord Budha Medical College Blood Bank,,Azamgarh,Uttar Pradesh,05462 245777,1
District Combined Hospital Blood Bank,"Bhajan Vihar, Baghpat",Baghpat,Uttar Pradesh,,1
"M/s Astha Blood Bank and Components, Astha Multispeciality Hospital","near P.N. Sharma Park, Delhi Road",Barut,Uttar Pradesh,,1
District Hospital Blood Bank,"Friganj, Bahraich",Bahraich,Uttar Pradesh,05252 237265,1
District Hospital Blood Bank,"District Hospital Blood Bank
",Ballia,Uttar Pradesh,,1
Combined District Hospital Blood Bank,"Combined District Hospital, Balrampur
",Balrampur,Uttar Pradesh,05263 235776,1
District Hospital Blood Bank,"District Hospital, Banda
",Banda,Uttar Pradesh,05192 220415,1
District Hospital Blood Bank,"District Hospital, Barabanki",Barabanki,Uttar Pradesh,05248 228580,1
Hind Institute of Medical Sciences,"Near Minar Canal, Safedabad-Faizabad Road",Barabanki,Uttar Pradesh,05248 221399,1
Mayo Institute of Medical Sciences Blood Bank,"Run by Bodhisatva Charitable Trust, Faizabad Road, Gadia aizabad Road, Gadia, Barabanki, Dharsani",Barabanki,Uttar Pradesh,"05248 229696, 05248 229595",1
Military Hospital Blood Bank,Hamirpur,Bareilly,Uttar Pradesh,0581 2403584,1
District Hospital Blood Bank,"Civil Lines, Bareilly, Uttar Pradesh
",Bareilly,Uttar Pradesh,0581 2550009,1
Ganga Sheel Charitable Trust Blood Bank," A-3, Rampur Garden",Bareilly,Uttar Pradesh,"0581 2510083, 0581 2510140",1
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,"Bareilly - Nainital Road, Bhojipura, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,0581 2582014-25,1
Keshav Madho Blood Bank and Pathology,,Bareilly,Uttar Pradesh,0581 2540318,1
Ruhelkhand Medical College and Hospital Blood Bank,Pilibhit By Pass Road,Bareilly,Uttar Pradesh,"0581 2526011, 0581 2526012",1
Clara Swain Mission Hospital Blood Bank,"Civil Lines, Bareilly",Bareilly,Uttar Pradesh,0581 2500000,1
IMA Blood Bank,"IMA Bhawan, 110, Civil Lines",Bareilly,Uttar Pradesh,0581 2422900,1
IMA Blood Bank,"Run by Indian Medical Association, Civil Lines",Bareilly,Uttar Pradesh,,1
Rajshree Medical Research Institute,"21 Km Near Toll Plaza, Rampur Road Bareilly",Bareilly,Uttar Pradesh,8192000281,1
District Hospital Blood Bank,Bhinga,Basti,Uttar Pradesh,05542 283273,1
M/s Sewa Blood Bank,"R.K. Puram, Near Kotwali",Basti,Uttar Pradesh,5542209030,1
OPEC Hospital Blood Bank,"OPEC Hospital, Basti
",Basti,Uttar Pradesh,05542 283021,1
District Hospital Blood Bank,Lakhimpur Khiri,Bijnor,Uttar Pradesh,01342 262710,1
Sarvodaya Jankalyan Samati,"Near Exchange, Kalagarh Road, Dharmpur",Bijnor,Uttar Pradesh,"04344 230464, 04334 233533",1
Shubham Sarvam Charitable Blood Bank, Civil Lines,Bijnore,Uttar Pradesh,,1
District Hospital Blood Bank,Bareilly,Badaun,Uttar Pradesh,05832 266264,1
Wadhwa Blood Bank,"Chattari Compound, Teachers Colony Road, Near Lala Ka Chaurah",Bulandshahar,Uttar Pradesh,05732 233998,1
Babu Banarasi Das District Hospital Blood Bank,Gonda,Bulandshahar,Uttar Pradesh,05732 254633,1
NAPS (Narora Atomic Power Station) Hospital Blood Bank,Narora,Narora,Uttar Pradesh,05734 222261,1
Pt. Kamlapati District Combined Hospital,"District Combined Hospital, Chandauli
",Chandauli,Uttar Pradesh,05412 260497,1
Combined District Hospital Blood Bank,"Combined District Hospital
",Chitrakoot,Uttar Pradesh,05198 236555,1
District Hospital Blood Bank,"Saket Nagar, Deoria",Deoria,Uttar Pradesh,05568 227691,1
District Hospital Blood Bank,Ferozabad,Etah,Uttar Pradesh,0574 2234091,1
Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),"Civil Lines, Etawah
",Etawah,Uttar Pradesh,05688 255526,1
Rural Institute of Medical Sciences and Research,Safai,Etawah,Uttar Pradesh,05688 276563,1
Achintya Charitable,"199/180-A, Friends Colony, Bharathana Chauraha Road",Etawah,Uttar Pradesh,5688263015,1
District Hospital Blood Bank,Shahjahanpur,Faizabad,Uttar Pradesh,05278 220078,1
Chandan Diagnostics Center and Blood Bank,"Mukut Complex Near District Hospital Rakabganj, Lajpat Nagar, Faizabad",Faizabad,Uttar Pradesh,,1
The Care Hospital Blood Bank,"5C/A-22, Avas Vikas, Near Lohiya Hospital",Farrukhabad,Uttar Pradesh,05692-240248,1
Dr. Ram Manohar Lohiya Joint Hospital,"Dr. Ram Manohar Lohiya Joint Hospital, Farrukhabad
",Fatehgarh,Uttar Pradesh,05692 240256,1
District Hospital Blood Bank,"MDR 110W, LIC Officers Colony, Awas Vikas Colony, Farrukhabad",Frukhabad,Uttar Pradesh,,1
District Hospital Blood Bank,Azamgarh,Fatehpur,Uttar Pradesh,,1
Shyam Nursing Home and Blood Bank,"400/761, Civil Line (Near S.P. Residence)",Fatehpur,Uttar Pradesh,05180 221166,1
"SNM, District Hospital Blood Bank","Rehna Road, Bypass Road Company Baag, Arya Nagar
",Firozabad,Uttar Pradesh,9639011119,1
Jeevan Dhara Blood Bank,"8 Buddh Ashram, Bye Paas Road",Firozabad,Uttar Pradesh,,1
Dr. M.C. Agrawal Hospital and Research Centre Private limited,"Kotla Chungi, Bye Pass Road",Firozabad,Uttar Pradesh,,1
F.H. Hospital Blood Bank,"Near Etmadpur, Railway over Bridge NH-2, Tundla District, Firozabad",Firozabad,Uttar Pradesh,,1
Sevarth Sansthan Blood Bank,"Sevarth Sansthan Seth Bimal Kumar Jain Trauma and Phsytherapy Dharmarth Samiti, NH-2, Agra Road",Firozabad,Uttar Pradesh,"05612 240022, 05612 240033",1
Naveen Hospital,Railway Road,Dadri,Uttar Pradesh,0120 2321356,1
International Hospital Private Limited Blood Bank," B-22, Sector -62",Gautam Budh nagar,Uttar Pradesh,"0120 4300222,0120 2400222 ",1
Noida Charitable Blood Bank," 2Nd Floor, Khasra No. 587, I Block Near Shiv Mandir, Moolchand Tower Village-Chaura Sec-22, Noida",Gautam Budh Nagar,Uttar Pradesh,0120-2414555,1
Sharda Hospital Blood Bank,"Plot No. 32-34, Knowledge Park-III",Greater Noida,Uttar Pradesh,0120 3212361,1
Kailash Hospital Llimited," A unit of Kailash Group of Hospitals Limited, 23 KP-1, NEAR PARI CHOWK",Greater Noida,Uttar Pradesh,"0120 2327338, 0120 2327339",1
Shri Krishna Life Line Hospital Blood Bank ,"NH-22D, Sector Tau Swarn Nagri, Greater Noida, Gautam Buddha Nagar",Greater Noida,Uttar Pradesh,120 2399180,1
Kailash Hospital and Heart Institute ,"A Unit of Kailash Healthcare Limited, H-33, Sector-27, Noida",Noida,Uttar Pradesh,0120 2444444,1
Metro Hospital and Heart Institute,"X-1, Sector -12",Noida,Uttar Pradesh,"0120 2533491,0120 2533489",1
Prayag Hospital and Research Centre,"J-206/A-01, Sector-41",Noida,Uttar Pradesh,0120 4021900,1
Prakash Hospital Blood Bank,"D-12, 12-A, 12-B, Sector-33",Noida,Uttar Pradesh,0120 2505264,1
Rotary Noida Research and Social Welfare Trust Blood Bank,"E-2, IMA House, Sector-31, Nithari",Noida,Uttar Pradesh,0120 4282685,1
Dr. Bhimrao Ambedkar Multi Specialty Hospital Blood Bank,Sector-30,Noida,Uttar Pradesh,,1
Yatharth Wellness Super Speciality Hospital and Heart Care Blood Bank,"NH-01, Sector-110",Noida,Uttar Pradesh,,1
Jaypee Hospital Blood Bank,"A Unit of Jaypee Healthcare Limited, Sector-128",Noida,Uttar Pradesh,0120 4582868,1
Modern Pathology and Blood Bank,"SA-96, Shastri Nagar",Ghaziabad,Uttar Pradesh,0120 2752570,1
Santosh Medical and Dental College,Kushinagar,Ghaziabad,Uttar Pradesh,"0120 2791741, 0120 2791735",1
"MMG, District Hospital Blood Bank","MMG, District Hospital Ghaziabad",Ghaziabad,Uttar Pradesh,0120 2853030,1
Yashoda Hospital and Research,3rd M Nehru Nagar ,Ghaziabad,Uttar Pradesh,"0120 4182000, ext.128",1
Life Line Blood Bank,"Life Line Blood Bank 3rd B2 Nehru Nagar
",Ghaziabad,Uttar Pradesh,0120 2793989,1
"Yashoda Hospital and Research Centre Limited, Kaushambi","H-1, Kaushambi, Near Dabur Chowk, Ghaziabad",Ghaziabad,Uttar Pradesh,0120 4181900,1
Lok Priya Hospital Blood Bank," G.T. Road, Modinagar",Ghaziabad,Uttar Pradesh,01232 247556,1
"Pushpanjali Crossley Hospital (Max Superspeciality Hospital, Vaishali)","W-3, Sector-I, Vaishali",Ghaziabad,Uttar Pradesh,0120 4173042,1
M/s Shanti Gopal Hospital Blood Bank,"Plot No. NH-1, Ahinsa Khand-II, Indrapuram",Ghaziabad,Uttar Pradesh,0120 4777000,1
Divya Joyati Institute Of Medical Science & Research,"Niwari Road, Road, Modinagar
",Ghaziabad,Uttar Pradesh,,1
Family Health Care Hospital Blood Bank,"15-H.C. -1 Vasundhara, Gaziabad, Uttar Pradesh",Ghaziabad,Uttar Pradesh,0120 4225556,1
Atlanta Mediworld Multispeciality Hospital,"NH-1, Sector-14, Vasundhara",Ghaziabad,Uttar Pradesh,1204735555-1302,1
Idst Mayo Hospital Blood Bank,"Delhi Meerut Road, Nh-58, Kadrabad, Modinagar",Ghaziabad,Uttar Pradesh,8449711767,1
Bhagwan Buddha Charitable Blood Bank,"1St Floor, Central Market Sector 2B Vasundhara Ghaziabad",Ghaziabad,Uttar Pradesh,0120-4356147,1
Dev Nandani Hospital Blood Bank,"Near Railway Crossing, Garh Road",Hapur,Uttar Pradesh,0122 3200800,1
Rama Medical College and Research Centre Blood Bank ,"Run by Rama Educational Society, Rama Delhi NH-24 [38km milestone] Hapur",Hapur,Uttar Pradesh,0122 2327300,1
Narinder Mohan Hospital and Heart Centre,"Mohan Nagar, Ghaziabad.
",Mohan Nagar,Uttar Pradesh,"0120 2657501-505, EXT No- 340",1
District Hospital Blood Bank,"District Hospital, Gazipur
",Ghazipur,Uttar Pradesh,,1
District Hospital Blood Bank,Balrampur,Gonda,Uttar Pradesh,05262 225358,1
S.M. Medicare Private Limited,"229 Betiahata , Gorakhpur",Gorakhpur,Uttar Pradesh,0551 2338797,1
City Blood Bank,"Pratibha Complex,  Infront of Jubilee Inter School, Jublee Nagar ",Gorakhpur,Uttar Pradesh,0551 2346357,1
Air Force Hospital Blood Bank,Maharajganj,Gorakhpur,Uttar Pradesh,0551 2272381,1
District Hospital Blood Bank,Bareilly,Gorakhpur,Uttar Pradesh,0551 2332203,1
Nehru Hospital and B.R.D. Medical College,Gorakhpur,Gorakhpur,Uttar Pradesh,"0551 2508815, 0551 2508814",1
Guru Shri Gorakhnath Chikitsalaya Blood Bank, Gorakhnath Mandir,Gorakhpur,Uttar Pradesh,"0551 2257138, 0551 2257570",1
Fatima Hospital Blood Bank,Padri Bazar,Gorakhpur,Uttar Pradesh,0551 2281862,1
Savitri Blood Bank and Component Centre,"Savitri Hospital Campus, Dilezakpur, Cinema Road
",Gorakhpur,Uttar Pradesh," 0551 2205914, 0551 220915, 0551 2205916",1
Shree Lakhan Sewa Kailashi Chairitable Blood Bank,Near Patna Chauraha Barhalganj,Gorakhpur,Uttar Pradesh,7269826744,1
District Hospital Blood Bank,Sitapur,Hamirpur,Uttar Pradesh,,1
Saraswathi Institute of Medical Science,"NH-24, Anwarpur Pilkhuwa",Hapur,Uttar Pradesh,0122 2320511,1
G S Medical College & Hospital  Blood Bank,"Village-Peeplabandpur, NH-24 ",Pilkhuwa,Uttar Pradesh,0120-2791623,1
District Hospital Blood Bank,Gorakhpur,Hardoi,Uttar Pradesh,,1
Bagla Combined District Hospital Blood Bank,,Hathras,Uttar Pradesh,05722 230094,1
Government Medical College and Hospital Blood Bank,"Government Medical College and Hospital, Orai",Orai,Uttar Pradesh,05162 210201,1
District Hospital Blood Bank,Ghaziabad,Jaunpur,Uttar Pradesh,05452 263554,1
M/s Isha Hospital Blood Bank,Haribandhanpur Parav,Jaunpur,Uttar Pradesh,,1
Krishna Hart Care & Maternity Home,"Umarpur, Haribandhanpur
",Jaunpur,Uttar Pradesh,,1
Sant Diagnostic Centre and Blood Bank,"25/1A, Sant Bhawan, Opposite to MLB Medical College, Between Gate no -1 & 2, Kanpur Road Jhansi",Jhansi,Uttar Pradesh,0510 2320831,1
MLB Medical College and Hospital,"Bundelkhand University,
Jhansi.",Jhansi,Uttar Pradesh,,1
District Hospital Blood Bank,"Shivpuri Road, Rajghat Colony, Jhansi.",Jhansi,Uttar Pradesh,0510 2448442,1
St. Judes Hospital Blood Bank,"St. Judes Hospital Campus,
 Sipri, Jhansi",Jhansi,Uttar Pradesh,0510 2360957,1
"Life Line Blood Bank, Military Hospital",Military Hospital Jhansi,Jhansi,Uttar Pradesh,0510 6516,1
Gaurav Diagnostic Center and Blood Bank,"Opposite Gate No:1, MLB Medical Collage, Jhansi",Jhansi,Uttar Pradesh,0510 2320824,1
Nirmal Hospital Blood Bank,Opposite Medical College Gate No.-03,Jhansi,Uttar Pradesh,0510 2322028,1
Parakh Voluntary Blood Bank ,"Run by Samagra Vikash Jan Kalyan Samiti, Karguawaji Road, Opposite Gate No.-2",Jhansi,Uttar Pradesh,0510 2321134,1
Combined District Hospital Blood Bank,"Combined District Hospital, Kannauj",Kannauj,Uttar Pradesh,05694 237627,1
B.S.D.B.A. Government Medical College and Hospital,"Tirwa - Kannauj Road, Tirwa, NH 91A, Nunari
",Kannauj,Uttar Pradesh,,1
Combined District Hospital (M) Blood Bank,"Akbarpur, Kanpur Dehat ",Akbarpur,Uttar Pradesh,05111 270728,1
Mariampur Hospital and Blood Bank,Shastri Nagar,Kanpur,Uttar Pradesh,0512 216788,1
Life Line Blood Bank," B-1, Sarvoday Nagar",Kanpur,Uttar Pradesh,"0512 2295797, 0512 2219473",1
Regency Hospital Limited," A-2, Sarvodaya Nagar",Kanpur,Uttar Pradesh,0512 2242201-10,1
GSVM Medical College Blood Bank,"Swaroop Nagar, Kanpur",Kanpur,Uttar Pradesh,7706922922,1
Sanjeevani Blood Bank," 117/O 461 ,Geeta Nagar, Kanpur",Kanpur,Uttar Pradesh,,1
Sneh Pathology X-ray and Blood Bank,"133/10, O-Block, Kidwai Nagar",Kanpur,Uttar Pradesh,0512 2601408,1
"UHM, District Hospital","Shop No. 30/01, Mall Rd, Bada Chouraha, Parade Chouraha, Parade, Kanpur",Kanpur,Uttar Pradesh,0512 2311144,1
Air Force Hospital," Nathu Singh Road, Saharanpur",Kanpur,Uttar Pradesh,0581 2403584,1
CLM Hospital and Blood Bank,"121/625, Industrial Estate, Shastri Nagar",Kanpur,Uttar Pradesh,0512 2241595,1
Sai Blood Bank,"N-2, Kidwai Nagar",Kanpur,Uttar Pradesh,0512 2607720,1
Rama Medical College Hospital and Research Centre,"Rama Medical College Hospital & Research Centre,
Blood Bank, GT Road, Mandhana, Kanpur",Kanpur,Uttar Pradesh,"0512 2780882, 0512 2780886",1
LPS Institute of Cardiology,"Mall Road, Sarvodaya Nagar",Kanpur,Uttar Pradesh,0512 2532269,1
Tulsi Hospital Limited,"14/116-A, Civil Lines",Kanpur,Uttar Pradesh,"0512 2536404, 0512 2536406",1
Krishna Super Speciality Hospital ,"A Unit of Gita Healthcare Private Limited, 363, Harrisganj, Near Tatmil Chauraha",Kanpur,Uttar Pradesh,"0512 2320061, 0512 2320071",1
Mayanjali Charitable Blood Bank ,"14/113, Padam Towers, Civil Lines, Kanpur",Kanpur,Uttar Pradesh,0512-2303228,1
Madhulok Hospital,"628,K-Block Kidwai Nagar ",Kanpur,Uttar Pradesh,,1
SPM Hospital Research and Trauma Centre Blood Bank," A Unit of Tyco Hospitals Private Ltimited, C-48, Kalyanpur",Kanpur Nagar,Uttar Pradesh,0512 2570553,1
District Hospital,"Mathura-Bareilly Road, Opposite Birla Hospital, Kashganj",Kanshi Ram Nagar,Uttar Pradesh,,1
Combined District Hospital,Manjhanpur,Kaushambi,Uttar Pradesh,05331 232030,1
